claim,reasoning_type,true_label,predicted_label
"Narendra Modi leads Turkmenistan, a country where Amdavad ni Gufa is located in Kocēni Municipality.",conjuction,False,False
Vincent Cloutier is a leader in India where Amdavad ni Gufa is located in Ahmedabad.,conjuction,False,False
Narendra Modi is a leader in Turkmenistan where Amdavad ni Gufa is located in Kocēni Municipality.,conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality, Turkmenistan and the name of the leader in that country is Sumitra Mahajan.",conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality, Turkmenistan, where Sumitra Mahajan is a leader.",conjuction,False,False
Amdavad ni Gufa in Royal Tunbridge Wells is located in India whose leader is Sumitra Mahajan.,conjuction,False,False
Amdavad ni Gufa in Ahmedabad is located in Turkmenistan whose leader is Sumitra Mahajan.,conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality, Turkmenistan and has Narendra Modi as the prime minister.",conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality, Turkmenistan, whose leader is Narendra Modi.",conjuction,False,False
"Amdavad ni Gufa is located in Gujarat, Turkmenistan, which is led by Narendra Modi.",conjuction,False,False
"Amdavad ni Gufa is located in Gujarat, India, which is led by George Gretsas.",conjuction,False,False
"Amdavad ni Gufa is located in Gujarat, Turkmenistan where the leader is Sumitra Mahajan.",conjuction,False,False
"Amdavad ni Gufa is located in California, Pennsylvania, India where the leader is Rob Richie.",conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality, Turkmenistan and is led by Sumitra Mahajan.",conjuction,False,False
"Amdavad ni Gufa is located in Gujarat, Turkmenistan and is led by Sumitra Mahajan.",conjuction,False,False
Hasan Dönmez is a leader in India where Amdavad ni Gufa is located in Becontree.,conjuction,False,False
Sumitra Mahajan leads India where Amdavad ni Gufa is located in Oslo.,conjuction,False,False
Hareid Church was designed by the architect John Madin who was born in birmingham where the leader is the conservative party (UK).,conjuction,False,False
"Birmingham, led by the Conservative Party, was the birthplace of John Madin who designed Crater Lake Superintendent's Residence.",conjuction,False,False
"The Ben Paul lead Birmingham, home of architect John Madin who designed Old San Antonio Hospital.",conjuction,False,False
"The Liberal Democrats lead Birmingham, home town of architect John Madin, who designed Vera and Laszlo Tisza House.",conjuction,False,False
"John Madin, who designed Folksamhuset, comes from Birmingham, which is run by the Prof. Dr. Mustanser Jehangir.",conjuction,False,False
"Wiper Democratic Movement – Kenya was the leader of Gujarat, Republic of China, the location of Amdavad ni Gufa.",conjuction,False,False
"Amdavad ni Gufa is located in Deva, Romania, Scotland, United Kingdom, which is led by Anandiben Patel.",conjuction,False,False
"Anandiben Patel is the leader of Deva, Romania, India, home to Amdavad ni Gufa.",conjuction,False,False
T S Thakur is a leader of India where Amdavad ni Gufa is located in Hathershaw.,conjuction,False,False
T S Thakur is a leader of Turkmenistan where Amdavad ni Gufa is located in Kocēni Municipality.,conjuction,False,False
Amdavad ni Gufa is located in Kocēni Municipality in Turkmenistan which is has a leader called T.S. Thakur.,conjuction,False,False
Amdavad ni Gufa is located in Ahmedabad in Turkmenistan which is has a leader called T.S. Thakur.,conjuction,False,False
"T S Thakur is a leader in India, which is the country where Amdavad ni Gufa (Waterloo, New South Wales) is located.",conjuction,False,False
"Amdavad ni Gufa is located in Meintjieskop, India. T S Thakur is a leader of India.",conjuction,False,False
"Amdavad ni Gufa is located in Deurne, Antwerp in India, which is led by T S Thakur.",conjuction,False,False
"Amdavad ni Gufa is located in Kocēni Municipality in Turkmenistan, which is led by T S Thakur.",conjuction,False,False
"The comic book character Arion was created by Jonathan Shapiro (TV writer) and Jan Duursema, a winner of the Sun Belt Conference Coach of the Year.",conjuction,False,False
Jan Duursema won the National Trapshooting Hall of Fame and is the creator of the comic book character Arion along with Paul Kupperberg.,conjuction,False,True
Wade Von Grawbadger won the Eisner Award and is the creator of the comic book character Arion along with Paul Kupperberg.,conjuction,False,False
Steven T. Seagle and Mitchell Burgess who is an American created Baymax.,conjuction,False,False
"Mizuna is an ingredient in a Bakewell tart, it is a variation of Bakewell pudding, that originates from the Blaenau Gwent (Assembly constituency).",conjuction,False,False
"An ingredient in Bakewell tart, from the Tikamgarh (Lok Sabha constituency) region, which is a variant of Bakewell pudding, are fruit preserves.",conjuction,False,False
"It is actually from the Madang, Morobe Provinces region!",conjuction,False,True
Vajubhai Vala is the leader of the Karnataka region in Austrian Netherlands where Bhajji originates from.,conjuction,False,False
The food bhajis originate from India and specifically in the Magadan region where a leader is Vajubhai Vala.,conjuction,False,False
The food bhajis originate from Italy: Sardinia and specifically in the Karnataka region where a leader is Jocelyn U. De Jesus.,conjuction,False,False
"The A-Rosa Luna is powered by a MTU Friedrichshafen engine in the city of Friedrichshafen, Oyster Bay (town), New York.",conjuction,False,False
"The HMS Boadicea (H65) is powered by MTU Friedrichshafen made engines in Friedrichshafen, Germany.",conjuction,False,False
South West Coach Lines is a division of the Honda Co. who manufacture the Argus Fernfeuer which is fitted with a Honda J engine.,conjuction,False,False
Acura is a division of the Honda Co. who manufacture the Argus Fernfeuer which is fitted with a Honda J engine.,conjuction,False,False
Acura is a division of Honda which manufactured the Acura TLX which has a OHV single.,conjuction,False,False
"Acura is a division of the manufacturer, Honda, who produced the Argus Fernfeuer with an Inline-four engine.",conjuction,False,False
"Acura is a division of the manufacturer, Honda, who produced the Acura TLX with an Volkswagen Jetta  A5, Typ 1K  1  2.",conjuction,False,False
South West Coach Lines is a division of the Honda Co who makes the Argus Fernfeuer with an Inline-four engine.,conjuction,False,False
South West Coach Lines is a division of the Honda Co. who manufactured the Argus Fernfeuer which has a V6 engine.,conjuction,False,False
Acura is a division of the Honda Co. who manufactured the Acura TLX which has a ZenGin.,conjuction,False,True
The Honda Accord is related to the Merkur Scorpio which is made by Honda which has an Acura division.,conjuction,False,False
The Honda Accord is related to the Merkur Scorpio which is made by Honda which has an South West Coach Lines division.,conjuction,False,False
Acura is a divsion of Honda which makes the Acura TLX which is related to the Star 244.,conjuction,False,False
"The South West Coach Lines TLX has a General Motors 90° V6 engine which is manufactured by Honda, a division of which, is South West Coach Lines.",conjuction,False,False
The Plymouth Savoy  Fifth generation  1 has a Honda J engine which is made by the Honda Co. Acura is one division of that company.,conjuction,False,False
The Acura TLX has a General Motors 90° V6 engine which is made by the Honda Co. Acura is one division of that company.,conjuction,False,False
South West Coach Lines is a division of the Honda Co. which manufactures the General Motors 90° V6 engine used in the South West Coach Lines TLX.,conjuction,False,False
Acura is part of the Honda Co. which manufactures the Honda K engine used in the Nissan Cefiro.,conjuction,False,False
"The Acura TLX has a General Motors 90° V6 engine which was manufactured by Honda, a division of which is, Acura.",conjuction,False,False
"The AJS Model 16 has a Honda K engine which was manufactured by Honda, a division of which is, Acura.",conjuction,False,False
South West Coach Lines is a division of Honda which makes the Ford Maverick (Americas) related to the South West Coach Lines TLX.,conjuction,False,False
MTU Friedrichshafen is in Friedrichshafen and made the engines that power the A-Rosa Luna built on the Maarten van Rossum.,conjuction,False,False
MTU Friedrichshafen is in Friedrichshafen and made the engines that powered the A-Rosa Luna which was built by Ballard Marine Railway Company.,conjuction,False,False
"The A-Rosa Luna, built by Avonside Engine Company, is powered by a MTU Friedrichshafen (Friedrichshafen) engine.",conjuction,False,False
"The HMS Boadicea (H65), built by Neptun Werft, is powered by a MTU Friedrichshafen (Friedrichshafen) engine.",conjuction,False,False
The HMS Boadicea (H65) was built in Rostock and is powered by MTU Friedrichshafen made engines that were made in Friedrichshafen.,conjuction,False,True
The HMS Boadicea (H65) was built in Rostock and is powered by MTU Gaggio Montano made engines that were made in Gaggio Montano.,conjuction,False,True
The HMS Boadicea (H65) was built in Rostock and is powered by a MTU Gaggio Montano engine.,conjuction,False,False
"The A-Rosa Luna was built by Neptun Werft in Watermoor, Cirencester and is powered by a Navantia engine.",conjuction,False,False
"The SS Bridgeton was built on the Neptun Werft in Kościerzyna, Germany.",conjuction,False,True
"The A-Rosa Luna was built on the Neptun Werft in Kościerzyna, Germany.",conjuction,False,True
"The builder of the A-Rosa Luna is Neptun Werft which is located in Kościerzyna, in Germany.",conjuction,False,False
"The A-Rosa Luna was built on the Neptun Werft, Kościerzyna in Germany.",conjuction,False,False
"The SS Bridgeton was built on the Neptun Werft, Rostock in Allegany County, Maryland.",conjuction,False,False
"11th Mississippi Infantry Monument, located in Becker County, Minnesota, northwest of Carroll County, Maryland is categorised as a contributing property.",conjuction,False,False
"Abdul Taib Mahmud, born in Aliquippa, Pennsylvania, U.S., was succeeded by Abdul Rahman Ya'kub, whose deputy is Stephen Yong Kuet Tze.",conjuction,False,False
