claim,true_output,predicted_output
"Alfons Gorbach was born in the Cairo, New York, U.S., Austria and died in the city of Atlantic Ocean, South of Ireland.",False,False
"Alfons Gorbach was born in the County of Tyrol in Austria and later died in Centralia, Washington, United States.",False,True
"Alfons Gorbach was born in the Cairo, New York, U.S. in Austria and later died in Atlantic Ocean, South of Ireland.",False,False
"Alfons Gorbach was born in the Cairo, New York, U.S. in Austria, and died in Atlantic Ocean, South of Ireland.",False,False
"Alfons Gorbach was born in the County of Tyrol in Austria, and died in Gattinara, Italy.",False,True
"Alfons Gorbach was born in Imst, in Richmond, Texas, U.S., and died in Atlantic Ocean, South of Ireland.",False,False
"Alfons Gorbach was born in Imst, in Austria, and died in Portrush.",False,True
"Alfons Gorbach was born in Imst, Richmond, Texas, U.S., and died in Atlantic Ocean, South of Ireland.",False,False
Alfons Gorbach was born in Tyrol in Austria but died in Fiumicino.,False,True
"Alfons Gorbach was born in Tyrol, Austria and died in Arrecifes.",False,True
"Alfons Gorbach was born in the state of Tyrol, in Richmond, Texas, U.S., and died in Atlantic Ocean, South of Ireland.",False,False
"Alfons Gorbach was born in Imst, Austria and died in The London Clinic.",False,True
"Alfons Gorbach was born in Imst in Richmond, Texas, U.S. and died in Atlantic Ocean, South of Ireland.",False,False
Alfons Gorbach was born in Imst in Austria and died in Ginninderra Creek.,False,False
"Alvah Sabin; was born in Madrid, New Mexico, represented Vermont's 3rd Congressional District, and worked as the Secretary of State of Vermont.",False,False
"Secretary of State of Vermont and a representative of Vermont's 3rd Congressional District, Alvah Sabin was born in Chiweta, Malawi.",False,False
"Alvah Sabin; was born in Thrall, Texas, worked as the secretary of the State of Vermont, and represented Vermont's 3rd Congressional District.",False,False
"Born in Sagerton, TX, Alvah Sabin worked as the Secretary of State of Vermont and was a Baptist.",False,False
"Alvah Sabin was born in Georgia, Vermont, worked as the Secretary of State of Vermont and was succeeded by David Fawcett.",False,True
"Born in Cairo, New York, U.S., Alvah Sabin, worked as the secretary of the State of Vermont and was succeeded by Mohamed Najib Boulif.",False,False
"Born in Georgia, Vermont, Alvah Sabin, worked as the secretary of the State of Vermont and was succeeded by Richard W. Ruffin.",False,True
"AFC Blackpool has the full name ""Achille Njanke"". They have 1500 members and their grounds are Jepson Way.",False,False
"AFC Blackpool, with 1500 members, has the full name ""Stuart Pot"", and its ground is called ""The Mechanics"".",False,False
"The manager of A.F.C. Blackpool is Stuart Parker, who used to play for Bury FC and has represented the club → Bursaspor.",False,False
"The manager of FC Karlivka is Stuart Parker, who used to play for Bury FC and has represented the club Botswana Defence Force XI FC.",False,False
The manager of FC Karlivka is Stuart Parker (footballer) who played for Bury FC and currently for Botswana Defence Force XI FC.,False,False
The manager of A.F.C. Blackpool is Stuart Parker (footballer) who played for Bury FC and currently for →Southampton.,False,False
AFC Blackpool have had Stuart Parker as their manager who plays for Bury FC and has represented the club → Ros Bila Tserkva.,False,False
The manager of A.F.C. Blackpool is Stuart Parker (footballer) who is attached to Chesterfield football club and plays for North Shields A.F.C.,False,False
The manager of FC Karlivka is Stuart Parker (footballer) who is attached to Chesterfield football club and plays for Grand Rapids Hornets,False,False
Stuart Parker (footballer) plays for Blackburn Rovers F.C. Manages FC Karlivka and is a member of Botswana Defence Force XI FC,False,False
"Footballer Stuart Parker was at Blackburn Rovers FC, he is a member of the Outwood Juniors and currently manages A.F.C. Blackpool.",False,False
"Footballer Stuart Parker was at Blackburn Rovers FC, he is a member of the Botswana Defence Force XI FC and currently manages FC Karlivka.",False,False
The manager of Associação Desportiva Classista Intelli is Stuart Parker (footballer) who played for both Chesterfield FC and Bury FC.,False,False
Stuart Parker was a footballer for Chesterfield FC and now plays for Bury FC and is the manager at 2014 Seattle Sounders FC season.,False,False
Stuart Parker (footballer) was at Drogheda United F.C. is a member of the Andy Murray and now manages A.F.C. Blackpool.,False,False
Stuart Parker is a member of the Chesterfield football club as well as a player for Knutton Rovers and also managers the A.F.C. Blackpool organization.,False,False
The manager of 1963–64 Birmingham City F.C. season is Stuart Parker (footballer). In the past he played for Chesterfield FC. and Stockport County FC.,False,False
AFC Blackpool have had Stuart Parker as their manager. He is a member of the Chesterfield F.C and was previously at Komlói Bányász,False,False
The manager of A.F.C. Blackpool is Stuart Parker (footballer). He is attached to Irlam Town Football Club and a member of the Hapoel Ahva Haifa F.C.,False,False
The manager of FC Karlivka is Stuart Parker who plays for Botswana Defence Force XI FC and is attached to Irlam Town Football Club.,False,False
The manager of Parma Panthers is Stuart Parker who is a member of the Irlam Town F.C and was a player for Runcorn FC Halton.,False,False
"Stuart Parker once played for Runcorn FC Halton, is attached to Irlam Town Football Club and is now a manager of Bristol Mall.",False,False
The manager of FC Karlivka is Stuart Parker (footballer) who was at Drogheda United FC but is currently part of the Grand Rapids Hornets club.,False,False
The manager of A.F.C. Blackpool is Stuart Parker (footballer) who was at Drogheda United FC but is currently part of the UVA club.,False,False
"AFC Blackpool have had Stuart Parker as their manager, he is part of the U.S. Postal Service Pro Cycling Team club and played with the Drogheda United F.C.",False,False
"AFC Blackpool have had Stuart Parker as their manager, he is part of the Jong FC Twente club and played with the Botswana Defence Force XI FC",False,False
"Stuart Parker, who used to play at Drogheda United FC and now plays for Heredia, is the manager of A.F.C. Blackpool.",False,False
"Stuart Parker, who used to play at Drogheda United FC and now plays for Grand Rapids Hornets, is the manager of FC Karlivka.",False,False
The manager of FC Karlivka is Stuart Parker (footballer) who has represented the club Jong FC Twente and also played for Runcorn FC Halton.,False,False
The manager of A.F.C. Blackpool is Stuart Parker (footballer) who has represented the club ACF Gloria 1922 Bistriţa and also played for Runcorn FC Halton.,False,False
"Stuart Parker has represented the club Jong FC Twente and was manager for AFC Blackpool, He plays for Botswana Defence Force XI FC.",False,False
"Stuart Parker has represented the club Louisiana State University at Eunice and was manager for AFC Blackpool, He plays for Runcorn F.C. Halton.",False,False
"Stuart Parker the football player is part of the Peyman FSC club, plays for Runcorn F.C. Halton and has managed AFC Blackpool.",False,False
"Stuart Parker the football player is part of the Jong FC Twente club, plays for Botswana Defence Force XI FC and has managed AFC Blackpool.",False,False
The manager of A.F.C. Blackpool is Stuart Parker who once played for Stockport County FC and currently plays for UA Valettoise.,False,False
The manager of FC Karlivka is Stuart Parker who once played for Stockport County FC and currently plays for Jong FC Twente.,False,False
Stuart Parker is the manager of AFC Blackpool. He own club was Stockport County FC and he has represented VfB Hermsdorf.,False,False
AFC Blackpool have had Stuart Parker as their manager. He has also represented the club F.C. Imabari and once played for Stockport County FC.,False,False
"The full name of AFC Ajax is Amsterdamsche Football Club Ajax, they played in the 2008 season and have 53502 members.",False,True
"The AZAL PFK (abbreviated from ""João dos Santos de Almeida""), with 3500 members, competed in the Azerbaijan Premier League in 2014-15.",False,False
"A Fortress of Grey Ice which was written by J.V. Jones, was made in ""eBook"" and has the OCLC number 51969173.",False,False
"A Fortress of Grey Ice, by Francis Bacon (artist), is in print with the ISBN number 0-7653-0633-6.",False,False
A Fortress of Grey Ice was written by David Swift (director) and is found in hardcover with the OCLC number 51969173.,False,False
A Fortress of Grey Ice by J.V. Jones was produced in Paperback) and has an ISBN number of 0-7653-0633-6.,False,False
The OCLC number of A Severed Wasp is 8805735 and the ISBN number is 0-374-26131-8 and is available in Monthly magazine format.,False,True
"The hardback book, A Severed Wasp has 388 pages and has the ISBN number ""0006176526"".",False,False
"A Wizard of Mars, by Richard Connell, has OCLC number 318875313 and ISBN number 978-0-15-204770-2.",False,True
A Wizard of Mars written by Oswald Mosley has the OCLC number 318875313 ace and ISBN number 978-0-15-204770-2.,False,False
"A Wizard of Mars, authored by Dr. Ulrich Theobald has a OCLC number of 318875313 and a ISBN number of 978-0-15-204770-2.",False,False
A Wizard of Mars by Pjetër Bogdani is in print and has an OCLC number of 318875313.,False,True
"Chris Reccardi wrote A Wizard of Mars which is available in print and has the ISBN number ""316081078"".",False,False
A Wizard of Mars by Chris Reccardi has 560 pages and is published in Anthology.,False,False
"The Ohio Department of Transportation in India, operates Agra Airport which uses VIAG as its ICAO location identifier.",False,False
"Agra Airport, located in India, is operated by the Greater Noida Authority, and has an ICAO identifier is VIAG.",False,True
"Agra Airport, located in India, is operated by the Eureka and Palisade Railroad, and has an ICAO identifier is UMMM.",False,False
"Agustin Barboza (who started out as a solo singer), is is a Guarania artiste under the record labe; Sony BMG, Puscifer Entertainment.",False,False
"Agustin Barboza was born on the 5th May, 1913, in Cairo, New York, U.S. which is in Richmond, Texas, U.S..",False,False
"Agustin Barboza was born on the 5th May, 1913, in Asuncion which is in Roda de Ter, Barcelona, Spain.",False,False
"Agustin Barboza was born on March 5, 1913 in Cairo, New York, U.S., in Richmond, Texas, U.S..",False,False
